"File.Name","Sample.Class","Injection.ID","Sample.ID","Sample.Group","Injection.Replicate","Technical.Replicate","Metabolite","Label_enrichment","Experiment","Assay.Date","Curve.Concentrations","Group.Index","Sample.Index","Run.Index","Extraction.Method","Sample.Type","Condition","Concentration","Issup","Treatment","Cell.Line","alpha","beta","conc_foc","Curve_adj","included","MFC_c","Signal","Signal_MFC","Signal_MFC_QC","Conc_raw"
"20240926-Test-PA-Spike-Cells-020","Sample","SOL_0.1_PRE/RESUSP_1_1","SOL_0.1_PRE/RESUSP_1","SOL_0.1_PRE/RESUSP",1,1,"Putrescine",0,"Recovery/Ion suppresion",20240926,,8,,,,"SOL","PRE/RESUSP",0.1,,,,2.21528560537347,0.864720954717939,,,,,2.795,2.795,2.795,0.00900253054133679
"20240926-Test-PA-Spike-Cells-021","Sample","SOL_0.1_POST_1_1","SOL_0.1_POST_1","SOL_0.1_POST",1,1,"Putrescine",0,"Recovery/Ion suppresion",20240926,,6,25,,,"SOL","POST",0.1,,,,2.21528560537347,0.864720954717939,,,,,13.579,13.579,13.579,0.0560074902640589
"20240926-Test-PA-Spike-Cells-022","Sample","SOL_1_PRE/RESUSP_1_1","SOL_1_PRE/RESUSP_1","SOL_1_PRE/RESUSP",1,1,"Putrescine",0,"Recovery/Ion suppresion",20240926,,9,,,,"SOL","PRE/RESUSP",1,,,,2.21528560537347,0.864720954717939,,,,,137.819,137.819,137.819,0.816841020467566
"20240926-Test-PA-Spike-Cells-023","Sample","SOL_1_POST_1_1","SOL_1_POST_1","SOL_1_POST",1,1,"Putrescine",0,"Recovery/Ion suppresion",20240926,,7,26,,,"SOL","POST",1,,,,2.21528560537347,0.864720954717939,,,,,142.422,142.422,142.422,0.848472250787565
"20240926-Test-PA-Spike-Cells-034","Sample","SOL_0.1_PRE/RESUSP_1_2","SOL_0.1_PRE/RESUSP_1","SOL_0.1_PRE/RESUSP",2,1,"Putrescine",0,"Recovery/Ion suppresion",20240926,,8,,,,"SOL","PRE/RESUSP",0.1,,,,2.21528560537347,0.864720954717939,,,,,4.182,4.182,4.182,0.0143464546947857
"20240926-Test-PA-Spike-Cells-035","Sample","SOL_0.1_POST_1_2","SOL_0.1_POST_1","SOL_0.1_POST",2,1,"Putrescine",0,"Recovery/Ion suppresion",20240926,,6,25,,,"SOL","POST",0.1,,,,2.21528560537347,0.864720954717939,,,,,9.069,9.069,9.069,0.0351165672807956
"20240926-Test-PA-Spike-Cells-036","Sample","SOL_1_PRE/RESUSP_1_2","SOL_1_PRE/RESUSP_1","SOL_1_PRE/RESUSP",2,1,"Putrescine",0,"Recovery/Ion suppresion",20240926,,9,,,,"SOL","PRE/RESUSP",1,,,,2.21528560537347,0.864720954717939,,,,,148.523,148.523,148.523,0.890643966702227
"20240926-Test-PA-Spike-Cells-037","Sample","SOL_1_POST_1_2","SOL_1_POST_1","SOL_1_POST",2,1,"Putrescine",0,"Recovery/Ion suppresion",20240926,,7,26,,,"SOL","POST",1,,,,2.21528560537347,0.864720954717939,,,,,141.743,141.743,141.743,0.843796060790718
"20240926-Test-PA-Spike-Cells-056","Sample","NO_0_NORM_1_1","NO_0_NORM_1","NO_0_NORM",1,1,"Putrescine",0,"Recovery/Ion suppresion",20240926,,1,1,,,"NO","NORM",0,,,,2.21528560537347,0.864720954717939,,,,1.05163320561098,52.483,52.483,52.483,0.267455961188507
"20240926-Test-PA-Spike-Cells-057","Sample","NO_0_NORM_1_2","NO_0_NORM_1","NO_0_NORM",2,1,"Putrescine",0,"Recovery/Ion suppresion",20240926,,1,1,,,"NO","NORM",0,,,,2.21528560537347,0.864720954717939,,,,1.07583862569654,51.843,51.843,51.843,0.263687867122062
"20240926-Test-PA-Spike-Cells-058","Sample","NO_0_NORM_2_2","NO_0_NORM_2","NO_0_NORM",2,2,"Putrescine",0,"Recovery/Ion suppresion",20240926,,1,2,,,"NO","NORM",0,,,,2.21528560537347,0.864720954717939,,,,0.983369138005969,45.431,45.431,45.431,0.226350912547675
"20240926-Test-PA-Spike-Cells-059","Sample","NO_0_NORM_2_1","NO_0_NORM_2","NO_0_NORM",1,2,"Putrescine",0,"Recovery/Ion suppresion",20240926,,1,2,,,"NO","NORM",0,,,,2.21528560537347,0.864720954717939,,,,0.923226717809846,41.585,41.585,41.585,0.204341619458808
"20240926-Test-PA-Spike-Cells-060","Sample","NO_0_NORM_3_1","NO_0_NORM_3","NO_0_NORM",1,3,"Putrescine",0,"Recovery/Ion suppresion",20240926,,1,3,,,"NO","NORM",0,,,,2.21528560537347,0.864720954717939,,,,0.987267483154411,44.561,44.561,44.561,0.221345744623825
"20240926-Test-PA-Spike-Cells-061","Sample","NO_0_NORM_3_2","NO_0_NORM_3","NO_0_NORM",2,3,"Putrescine",0,"Recovery/Ion suppresion",20240926,,1,3,,,"NO","NORM",0,,,,2.21528560537347,0.864720954717939,,,,0.995901862712382,40.917,40.917,40.917,0.200550459738338
"20240926-Test-PA-Spike-Cells-062","Sample","NO_0_NORM_4_1","NO_0_NORM_4","NO_0_NORM",1,4,"Putrescine",0,"Recovery/Ion suppresion",20240926,,1,4,,,"NO","NORM",0,,,,2.21528560537347,0.864720954717939,,,,1.02856253671583,41.943,41.943,41.943,0.206377343088512
"20240926-Test-PA-Spike-Cells-063","Sample","NO_0_NORM_4_2","NO_0_NORM_4","NO_0_NORM",2,4,"Putrescine",0,"Recovery/Ion suppresion",20240926,,1,4,,,"NO","NORM",0,,,,2.21528560537347,0.864720954717939,,,,1.02797643182895,34.92,34.92,34.92,0.166965311125814
"20240926-Test-PA-Spike-Cells-064","Sample","NO_0_NORM_5_2","NO_0_NORM_5","NO_0_NORM",2,5,"Putrescine",0,"Recovery/Ion suppresion",20240926,,1,5,,,"NO","NORM",0,,,,2.21528560537347,0.864720954717939,,,,1.01001363311666,43.157,43.157,43.157,0.213300744277034
"20240926-Test-PA-Spike-Cells-065","Sample","NO_0_NORM_5_1","NO_0_NORM_5","NO_0_NORM",1,5,"Putrescine",0,"Recovery/Ion suppresion",20240926,,1,5,,,"NO","NORM",0,,,,2.21528560537347,0.864720954717939,,,,1.00877152112336,39.216,39.216,39.216,0.190940606028797
"20240926-Test-PA-Spike-Cells-066","Sample","NO_0_NORM_6_1","NO_0_NORM_6","NO_0_NORM",1,6,"Putrescine",0,"Recovery/Ion suppresion",20240926,,1,6,,,"NO","NORM",0,,,,2.21528560537347,0.864720954717939,,,,1.07915086866612,52.689,52.689,52.689,0.268670350787604
"20240926-Test-PA-Spike-Cells-067","Sample","NO_0_NORM_6_2","NO_0_NORM_6","NO_0_NORM",2,6,"Putrescine",0,"Recovery/Ion suppresion",20240926,,1,6,,,"NO","NORM",0,,,,2.21528560537347,0.864720954717939,,,,1.0435868602842,46.377,46.377,46.377,0.231810348896476
"20240926-Test-PA-Spike-Cells-068","Sample","NO_0_NORM_7_1","NO_0_NORM_7","NO_0_NORM",1,7,"Putrescine",0,"Recovery/Ion suppresion",20240926,,1,7,,,"NO","NORM",0,,,,2.21528560537347,0.864720954717939,,,,1.00245742165459,46.85,46.85,46.85,0.234546629747443
"20240926-Test-PA-Spike-Cells-069","Sample","NO_0_NORM_7_2","NO_0_NORM_7","NO_0_NORM",2,7,"Putrescine",0,"Recovery/Ion suppresion",20240926,,1,7,,,"NO","NORM",0,,,,2.21528560537347,0.864720954717939,,,,0.985102983163362,44.035,44.035,44.035,0.218327020056655
"20240926-Test-PA-Spike-Cells-070","Sample","NO_0_NORM_8_2","NO_0_NORM_8","NO_0_NORM",2,8,"Putrescine",0,"Recovery/Ion suppresion",20240926,,1,8,,,"NO","NORM",0,,,,2.21528560537347,0.864720954717939,,,,1.03385295067638,45.318,45.318,45.318,0.225699962219401
"20240926-Test-PA-Spike-Cells-071","Sample","NO_0_NORM_8_1","NO_0_NORM_8","NO_0_NORM",1,8,"Putrescine",0,"Recovery/Ion suppresion",20240926,,1,8,,,"NO","NORM",0,,,,2.21528560537347,0.864720954717939,,,,0.957618724613677,37.775,37.775,37.775,0.182850396466663
"20240926-Test-PA-Spike-Cells-072","Sample","PRE_0.1_NORM_1_1","PRE_0.1_NORM_1","PRE_0.1_NORM",1,1,"Putrescine",0,"Recovery/Ion suppresion",20240926,,2,9,,,"PRE","NORM",0.1,,,,2.21528560537347,0.864720954717939,,,,1.00230626810521,56.092,56.092,56.092,0.288837095063142
"20240926-Test-PA-Spike-Cells-073","Sample","PRE_0.1_NORM_1_2","PRE_0.1_NORM_1","PRE_0.1_NORM",2,1,"Putrescine",0,"Recovery/Ion suppresion",20240926,,2,9,,,"PRE","NORM",0.1,,,,2.21528560537347,0.864720954717939,,,,1.00639146028274,50.99,50.99,50.99,0.258677019942359
"20240926-Test-PA-Spike-Cells-074","Sample","PRE_0.1_NORM_2_2","PRE_0.1_NORM_2","PRE_0.1_NORM",2,2,"Putrescine",0,"Recovery/Ion suppresion",20240926,,2,10,,,"PRE","NORM",0.1,,,,2.21528560537347,0.864720954717939,,,,0.98084899798881,52.986,52.986,52.986,0.270422501248276
"20240926-Test-PA-Spike-Cells-075","Sample","PRE_0.1_NORM_2_1","PRE_0.1_NORM_2","PRE_0.1_NORM",1,2,"Putrescine",0,"Recovery/Ion suppresion",20240926,,2,10,,,"PRE","NORM",0.1,,,,2.21528560537347,0.864720954717939,,,,0.931697252325247,44.963,44.963,44.963,0.22365659539702
"20240926-Test-PA-Spike-Cells-076","Sample","PRE_0.1_NORM_3_2","PRE_0.1_NORM_3","PRE_0.1_NORM",2,3,"Putrescine",0,"Recovery/Ion suppresion",20240926,,2,11,,,"PRE","NORM",0.1,,,,2.21528560537347,0.864720954717939,,,,1.01329871310963,45.706,45.706,45.706,0.227936141142497
"20240926-Test-PA-Spike-Cells-077","Sample","PRE_0.1_NORM_3_1","PRE_0.1_NORM_3","PRE_0.1_NORM",1,3,"Putrescine",0,"Recovery/Ion suppresion",20240926,,2,11,,,"PRE","NORM",0.1,,,,2.21528560537347,0.864720954717939,,,,0.993391075222486,50.892,50.892,50.892,0.25810216588797
"20240926-Test-PA-Spike-Cells-078","Sample","PRE_0.1_NORM_4_2","PRE_0.1_NORM_4","PRE_0.1_NORM",2,4,"Putrescine",0,"Recovery/Ion suppresion",20240926,,2,12,,,"PRE","NORM",0.1,,,,2.21528560537347,0.864720954717939,,,,0.966943289697645,56.481,56.481,56.481,0.291154813790533
"20240926-Test-PA-Spike-Cells-079","Sample","PRE_0.1_NORM_4_1","PRE_0.1_NORM_4","PRE_0.1_NORM",1,4,"Putrescine",0,"Recovery/Ion suppresion",20240926,,2,12,,,"PRE","NORM",0.1,,,,2.21528560537347,0.864720954717939,,,,0.985954503931485,62.017,62.017,62.017,0.324403270913199
"20240926-Test-PA-Spike-Cells-080","Sample","PRE_1_NORM_1_2","PRE_1_NORM_1","PRE_1_NORM",2,1,"Putrescine",0,"Recovery/Ion suppresion",20240926,,4,17,,,"PRE","NORM",1,,,,2.21528560537347,0.864720954717939,,,,0.986674482648086,114.708,114.708,114.708,0.660619340155193
"20240926-Test-PA-Spike-Cells-081","Sample","PRE_1_NORM_1_1","PRE_1_NORM_1","PRE_1_NORM",1,1,"Putrescine",0,"Recovery/Ion suppresion",20240926,,4,17,,,"PRE","NORM",1,,,,2.21528560537347,0.864720954717939,,,,0.979026750548153,112.045,112.045,112.045,0.642915879294178
"20240926-Test-PA-Spike-Cells-082","Sample","PRE_1_NORM_2_1","PRE_1_NORM_2","PRE_1_NORM",1,2,"Putrescine",0,"Recovery/Ion suppresion",20240926,,4,18,,,"PRE","NORM",1,,,,2.21528560537347,0.864720954717939,,,,0.975039709092268,119.709,119.709,119.709,0.694038786087688
"20240926-Test-PA-Spike-Cells-083","Sample","PRE_1_NORM_2_2","PRE_1_NORM_2","PRE_1_NORM",2,2,"Putrescine",0,"Recovery/Ion suppresion",20240926,,4,18,,,"PRE","NORM",1,,,,2.21528560537347,0.864720954717939,,,,1.01929705332958,106.297,106.297,106.297,0.6049292863098
"20240926-Test-PA-Spike-Cells-084","Sample","PRE_1_NORM_3_2","PRE_1_NORM_3","PRE_1_NORM",2,3,"Putrescine",0,"Recovery/Ion suppresion",20240926,,4,19,,,"PRE","NORM",1,,,,2.21528560537347,0.864720954717939,,,,0.946221697815193,112.994,112.994,112.994,0.649217305453642
"20240926-Test-PA-Spike-Cells-085","Sample","PRE_1_NORM_3_1","PRE_1_NORM_3","PRE_1_NORM",1,3,"Putrescine",0,"Recovery/Ion suppresion",20240926,,4,19,,,"PRE","NORM",1,,,,2.21528560537347,0.864720954717939,,,,0.958475152531146,114.703,114.703,114.703,0.660586039704111
"20240926-Test-PA-Spike-Cells-086","Sample","PRE_1_NORM_4_2","PRE_1_NORM_4","PRE_1_NORM",2,4,"Putrescine",0,"Recovery/Ion suppresion",20240926,,4,20,,,"PRE","NORM",1,,,,2.21528560537347,0.864720954717939,,,,0.98183483081323,108.287,108.287,108.287,0.618045029137673
"20240926-Test-PA-Spike-Cells-087","Sample","PRE_1_NORM_4_1","PRE_1_NORM_4","PRE_1_NORM",1,4,"Putrescine",0,"Recovery/Ion suppresion",20240926,,4,20,,,"PRE","NORM",1,,,,2.21528560537347,0.864720954717939,,,,0.941783302286719,98.456,98.456,98.456,0.553629943103854
"20240926-Test-PA-Spike-Cells-088","Sample","POST_0.1_NORM_1_1","POST_0.1_NORM_1","POST_0.1_NORM",1,1,"Putrescine",0,"Recovery/Ion suppresion",20240926,,3,13,,,"POST","NORM",0.1,,,,2.21528560537347,0.864720954717939,,,,1.03976376383399,65.582,65.582,65.582,0.34606413740369
"20240926-Test-PA-Spike-Cells-089","Sample","POST_0.1_NORM_1_2","POST_0.1_NORM_1","POST_0.1_NORM",2,1,"Putrescine",0,"Recovery/Ion suppresion",20240926,,3,13,,,"POST","NORM",0.1,,,,2.21528560537347,0.864720954717939,,,,1.05000643915455,58.783,58.783,58.783,0.304921130739121
"20240926-Test-PA-Spike-Cells-090","Sample","POST_0.1_NORM_2_1","POST_0.1_NORM_2","POST_0.1_NORM",1,2,"Putrescine",0,"Recovery/Ion suppresion",20240926,,3,14,,,"POST","NORM",0.1,,,,2.21528560537347,0.864720954717939,,,,0.970750843946769,62.773,62.773,62.773,0.328980817671877
"20240926-Test-PA-Spike-Cells-091","Sample","POST_0.1_NORM_2_2","POST_0.1_NORM_2","POST_0.1_NORM",2,2,"Putrescine",0,"Recovery/Ion suppresion",20240926,,3,14,,,"POST","NORM",0.1,,,,2.21528560537347,0.864720954717939,,,,1,51.263,51.263,51.263,0.260279309750961
"20240926-Test-PA-Spike-Cells-092","Sample","POST_0.1_NORM_3_2","POST_0.1_NORM_3","POST_0.1_NORM",2,3,"Putrescine",0,"Recovery/Ion suppresion",20240926,,3,15,,,"POST","NORM",0.1,,,,2.21528560537347,0.864720954717939,,,,0.997516921146212,58.338,58.338,58.338,0.302253277047188
"20240926-Test-PA-Spike-Cells-093","Sample","POST_0.1_NORM_3_1","POST_0.1_NORM_3","POST_0.1_NORM",1,3,"Putrescine",0,"Recovery/Ion suppresion",20240926,,3,15,,,"POST","NORM",0.1,,,,2.21528560537347,0.864720954717939,,,,1.00800838112784,51.609,51.609,51.609,0.262311968797684
"20240926-Test-PA-Spike-Cells-094","Sample","POST_0.1_NORM_4_1","POST_0.1_NORM_4","POST_0.1_NORM",1,4,"Putrescine",0,"Recovery/Ion suppresion",20240926,,3,16,,,"POST","NORM",0.1,,,,2.21528560537347,0.864720954717939,,,,0.954508066712139,40.532,40.532,40.532,0.19836981954439
"20240926-Test-PA-Spike-Cells-095","Sample","POST_0.1_NORM_4_2","POST_0.1_NORM_4","POST_0.1_NORM",2,4,"Putrescine",0,"Recovery/Ion suppresion",20240926,,3,16,,,"POST","NORM",0.1,,,,2.21528560537347,0.864720954717939,,,,0.969063326202126,30.385,30.385,30.385,0.142154230356462
"20240926-Test-PA-Spike-Cells-096","Sample","POST_1_NORM_1_2","POST_1_NORM_1","POST_1_NORM",2,1,"Putrescine",0,"Recovery/Ion suppresion",20240926,,5,21,,,"POST","NORM",1,,,,2.21528560537347,0.864720954717939,,,,1.02350545686851,110.476,110.476,110.476,0.632515940654585
"20240926-Test-PA-Spike-Cells-097","Sample","POST_1_NORM_1_1","POST_1_NORM_1","POST_1_NORM",1,1,"Putrescine",0,"Recovery/Ion suppresion",20240926,,5,21,,,"POST","NORM",1,,,,2.21528560537347,0.864720954717939,,,,0.981678606306234,113.087,113.087,113.087,0.649835278627219
"20240926-Test-PA-Spike-Cells-098","Sample","POST_1_NORM_2_1","POST_1_NORM_2","POST_1_NORM",1,2,"Putrescine",0,"Recovery/Ion suppresion",20240926,,5,22,,,"POST","NORM",1,,,,2.21528560537347,0.864720954717939,,,,1.01374590106169,111.752,111.752,111.752,0.640972021908253
"20240926-Test-PA-Spike-Cells-099","Sample","POST_1_NORM_2_2","POST_1_NORM_2","POST_1_NORM",2,2,"Putrescine",0,"Recovery/Ion suppresion",20240926,,5,22,,,"POST","NORM",1,,,,2.21528560537347,0.864720954717939,,,,1.03127583116293,105.698,105.698,105.698,0.600988864961819
"20240926-Test-PA-Spike-Cells-100","Sample","POST_1_NORM_3_2","POST_1_NORM_3","POST_1_NORM",2,3,"Putrescine",0,"Recovery/Ion suppresion",20240926,,5,23,,,"POST","NORM",1,,,,2.21528560537347,0.864720954717939,,,,0.958354093284464,100.265,100.265,100.265,0.565410355634575
"20240926-Test-PA-Spike-Cells-101","Sample","POST_1_NORM_3_1","POST_1_NORM_3","POST_1_NORM",1,3,"Putrescine",0,"Recovery/Ion suppresion",20240926,,5,23,,,"POST","NORM",1,,,,2.21528560537347,0.864720954717939,,,,0.984058954727478,112.825,112.825,112.825,0.648094525647987
"20240926-Test-PA-Spike-Cells-102","Sample","POST_1_NORM_4_2","POST_1_NORM_4","POST_1_NORM",2,4,"Putrescine",0,"Recovery/Ion suppresion",20240926,,5,24,,,"POST","NORM",1,,,,2.21528560537347,0.864720954717939,,,,0.996119687792866,107.358,107.358,107.358,0.611917416787567
"20240926-Test-PA-Spike-Cells-103","Sample","POST_1_NORM_4_1","POST_1_NORM_4","POST_1_NORM",1,4,"Putrescine",0,"Recovery/Ion suppresion",20240926,,5,24,,,"POST","NORM",1,,,,2.21528560537347,0.864720954717939,,,,1.02594224415697,120.496,120.496,120.496,0.699318112977442
"20240926-Test-PA-Spike-Cells-020","Sample","SOL_0.1_PRE/RESUSP_1_1","SOL_0.1_PRE/RESUSP_1","SOL_0.1_PRE/RESUSP",1,1,"Spermidine",0,"Recovery/Ion suppresion",20240926,,8,,,,"SOL","PRE/RESUSP",0.1,,,,4.16500745255348,0.857889829318142,,,,,245.347,245.347,249.899800426008,0.0087099048563763
"20240926-Test-PA-Spike-Cells-021","Sample","SOL_0.1_POST_1_1","SOL_0.1_POST_1","SOL_0.1_POST",1,1,"Spermidine",0,"Recovery/Ion suppresion",20240926,,6,25,,,"SOL","POST",0.1,,,,4.16500745255348,0.857889829318142,,,,,315.01,315.01,319.805475267559,0.0116112215590241
"20240926-Test-PA-Spike-Cells-022","Sample","SOL_1_PRE/RESUSP_1_1","SOL_1_PRE/RESUSP_1","SOL_1_PRE/RESUSP",1,1,"Spermidine",0,"Recovery/Ion suppresion",20240926,,9,,,,"SOL","PRE/RESUSP",1,,,,4.16500745255348,0.857889829318142,,,,,10711.559,10711.559,10839.1515013028,0.705425589118573
"20240926-Test-PA-Spike-Cells-023","Sample","SOL_1_POST_1_1","SOL_1_POST_1","SOL_1_POST",1,1,"Spermidine",0,"Recovery/Ion suppresion",20240926,,7,26,,,"SOL","POST",1,,,,4.16500745255348,0.857889829318142,,,,,10960.658,10960.658,11055.1565853716,0.721839069723999
"20240926-Test-PA-Spike-Cells-034","Sample","SOL_0.1_PRE/RESUSP_1_2","SOL_0.1_PRE/RESUSP_1","SOL_0.1_PRE/RESUSP",2,1,"Spermidine",0,"Recovery/Ion suppresion",20240926,,8,,,,"SOL","PRE/RESUSP",0.1,,,,4.16500745255348,0.857889829318142,,,,,286.231,286.231,240.91748187275,0.00834607661343198
"20240926-Test-PA-Spike-Cells-035","Sample","SOL_0.1_POST_1_2","SOL_0.1_POST_1","SOL_0.1_POST",2,1,"Spermidine",0,"Recovery/Ion suppresion",20240926,,6,25,,,"SOL","POST",0.1,,,,4.16500745255348,0.857889829318142,,,,,350.545,350.545,294.251502129663,0.010537063025405
"20240926-Test-PA-Spike-Cells-036","Sample","SOL_1_PRE/RESUSP_1_2","SOL_1_PRE/RESUSP_1","SOL_1_PRE/RESUSP",2,1,"Spermidine",0,"Recovery/Ion suppresion",20240926,,9,,,,"SOL","PRE/RESUSP",1,,,,4.16500745255348,0.857889829318142,,,,,12048.236,12048.236,10086.1360412379,0.648635577279187
"20240926-Test-PA-Spike-Cells-037","Sample","SOL_1_POST_1_2","SOL_1_POST_1","SOL_1_POST",2,1,"Spermidine",0,"Recovery/Ion suppresion",20240926,,7,26,,,"SOL","POST",1,,,,4.16500745255348,0.857889829318142,,,,,12433.659,12433.659,10380.7782739145,0.670775726497655
"20240926-Test-PA-Spike-Cells-056","Sample","NO_0_NORM_1_1","NO_0_NORM_1","NO_0_NORM",1,1,"Spermidine",0,"Recovery/Ion suppresion",20240926,,1,1,,,"NO","NORM",0,,,,4.16500745255348,0.857889829318142,,,,1.05163320561098,14460.619,14460.619,14170.633506847,0.964108583683125
"20240926-Test-PA-Spike-Cells-057","Sample","NO_0_NORM_1_2","NO_0_NORM_1","NO_0_NORM",2,1,"Spermidine",0,"Recovery/Ion suppresion",20240926,,1,1,,,"NO","NORM",0,,,,4.16500745255348,0.857889829318142,,,,1.07583862569654,15721.188,15721.188,13377.5350295373,0.901507466069876
"20240926-Test-PA-Spike-Cells-058","Sample","NO_0_NORM_2_2","NO_0_NORM_2","NO_0_NORM",2,2,"Spermidine",0,"Recovery/Ion suppresion",20240926,,1,2,,,"NO","NORM",0,,,,4.16500745255348,0.857889829318142,,,,0.983369138005969,13480.837,13480.837,12279.5471990339,0.81585768499067
"20240926-Test-PA-Spike-Cells-059","Sample","NO_0_NORM_2_1","NO_0_NORM_2","NO_0_NORM",1,2,"Spermidine",0,"Recovery/Ion suppresion",20240926,,1,2,,,"NO","NORM",0,,,,4.16500745255348,0.857889829318142,,,,0.923226717809846,13020.658,13020.658,12445.0488624761,0.828689427364097
"20240926-Test-PA-Spike-Cells-060","Sample","NO_0_NORM_3_1","NO_0_NORM_3","NO_0_NORM",1,3,"Spermidine",0,"Recovery/Ion suppresion",20240926,,1,3,,,"NO","NORM",0,,,,4.16500745255348,0.857889829318142,,,,0.987267483154411,13565.647,13565.647,13006.017184843,0.872391350263778
"20240926-Test-PA-Spike-Cells-061","Sample","NO_0_NORM_3_2","NO_0_NORM_3","NO_0_NORM",2,3,"Spermidine",0,"Recovery/Ion suppresion",20240926,,1,3,,,"NO","NORM",0,,,,4.16500745255348,0.857889829318142,,,,0.995901862712382,13878.838,13878.838,13103.7984830841,0.880041344235333
"20240926-Test-PA-Spike-Cells-062","Sample","NO_0_NORM_4_1","NO_0_NORM_4","NO_0_NORM",1,4,"Spermidine",0,"Recovery/Ion suppresion",20240926,,1,4,,,"NO","NORM",0,,,,4.16500745255348,0.857889829318142,,,,1.02856253671583,15022.652,15022.652,13971.1313859208,0.948305422370782
"20240926-Test-PA-Spike-Cells-063","Sample","NO_0_NORM_4_2","NO_0_NORM_4","NO_0_NORM",2,4,"Spermidine",0,"Recovery/Ion suppresion",20240926,,1,4,,,"NO","NORM",0,,,,4.16500745255348,0.857889829318142,,,,1.02797643182895,15099.593,15099.593,12813.4579477871,0.85735422671117
"20240926-Test-PA-Spike-Cells-064","Sample","NO_0_NORM_5_2","NO_0_NORM_5","NO_0_NORM",2,5,"Spermidine",0,"Recovery/Ion suppresion",20240926,,1,5,,,"NO","NORM",0,,,,4.16500745255348,0.857889829318142,,,,1.01001363311666,14088.282,14088.282,13063.0017322197,0.87684842578447
"20240926-Test-PA-Spike-Cells-065","Sample","NO_0_NORM_5_1","NO_0_NORM_5","NO_0_NORM",1,5,"Spermidine",0,"Recovery/Ion suppresion",20240926,,1,5,,,"NO","NORM",0,,,,4.16500745255348,0.857889829318142,,,,1.00877152112336,13527.687,13527.687,13298.4182015183,0.8952956664209
"20240926-Test-PA-Spike-Cells-066","Sample","NO_0_NORM_6_1","NO_0_NORM_6","NO_0_NORM",1,6,"Spermidine",0,"Recovery/Ion suppresion",20240926,,1,6,,,"NO","NORM",0,,,,4.16500745255348,0.857889829318142,,,,1.07915086866612,16091.303,16091.303,14198.7850101607,0.96634152942362
"20240926-Test-PA-Spike-Cells-067","Sample","NO_0_NORM_6_2","NO_0_NORM_6","NO_0_NORM",2,6,"Spermidine",0,"Recovery/Ion suppresion",20240926,,1,6,,,"NO","NORM",0,,,,4.16500745255348,0.857889829318142,,,,1.0435868602842,15338.95,15338.95,13382.654416416,0.901909621027198
"20240926-Test-PA-Spike-Cells-068","Sample","NO_0_NORM_7_1","NO_0_NORM_7","NO_0_NORM",1,7,"Spermidine",0,"Recovery/Ion suppresion",20240926,,1,7,,,"NO","NORM",0,,,,4.16500745255348,0.857889829318142,,,,1.00245742165459,14236.693,14236.693,13161.2738761996,0.88454239440521
"20240926-Test-PA-Spike-Cells-069","Sample","NO_0_NORM_7_2","NO_0_NORM_7","NO_0_NORM",2,7,"Spermidine",0,"Recovery/Ion suppresion",20240926,,1,7,,,"NO","NORM",0,,,,4.16500745255348,0.857889829318142,,,,0.985102983163362,13939.932,13939.932,12026.7674249728,0.796314404357861
"20240926-Test-PA-Spike-Cells-070","Sample","NO_0_NORM_8_2","NO_0_NORM_8","NO_0_NORM",2,8,"Spermidine",0,"Recovery/Ion suppresion",20240926,,1,8,,,"NO","NORM",0,,,,4.16500745255348,0.857889829318142,,,,1.03385295067638,16206.624,16206.624,14465.1216236773,0.987503179716762
"20240926-Test-PA-Spike-Cells-071","Sample","NO_0_NORM_8_1","NO_0_NORM_8","NO_0_NORM",1,8,"Spermidine",0,"Recovery/Ion suppresion",20240926,,1,8,,,"NO","NORM",0,,,,4.16500745255348,0.857889829318142,,,,0.957618724613677,15211.759,15211.759,14020.9021318775,0.95224443419027
"20240926-Test-PA-Spike-Cells-072","Sample","PRE_0.1_NORM_1_1","PRE_0.1_NORM_1","PRE_0.1_NORM",1,1,"Spermidine",0,"Recovery/Ion suppresion",20240926,,2,9,,,"PRE","NORM",0.1,,,,4.16500745255348,0.857889829318142,,,,1.00230626810521,16187.228,16187.228,14489.4981594971,0.989443250013238
"20240926-Test-PA-Spike-Cells-073","Sample","PRE_0.1_NORM_1_2","PRE_0.1_NORM_1","PRE_0.1_NORM",2,1,"Spermidine",0,"Recovery/Ion suppresion",20240926,,2,9,,,"PRE","NORM",0.1,,,,4.16500745255348,0.857889829318142,,,,1.00639146028274,16229,16229,13924.2259145569,0.944595304151965
"20240926-Test-PA-Spike-Cells-074","Sample","PRE_0.1_NORM_2_2","PRE_0.1_NORM_2","PRE_0.1_NORM",2,2,"Spermidine",0,"Recovery/Ion suppresion",20240926,,2,10,,,"PRE","NORM",0.1,,,,4.16500745255348,0.857889829318142,,,,0.98084899798881,15678.872,15678.872,13564.7745386488,0.916232640027724
"20240926-Test-PA-Spike-Cells-075","Sample","PRE_0.1_NORM_2_1","PRE_0.1_NORM_2","PRE_0.1_NORM",1,2,"Spermidine",0,"Recovery/Ion suppresion",20240926,,2,10,,,"PRE","NORM",0.1,,,,4.16500745255348,0.857889829318142,,,,0.931697252325247,15488.148,15488.148,14233.3641486545,0.969085311684596
